KRT16P4,ENSG00000229526
LINC00624,ENSG00000278811
LINC01950,ENSG00000251027
FMOD,ENSG00000122176
CBX3P8,ENSG00000254496
RNU6-1032P,ENSG00000206827
RNU6-1165P,ENSG00000222051
CDH9,ENSG00000113100
CDH8,ENSG00000150394
RN7SL89P,ENSG00000243383
MIR4748,ENSG00000265879
RN7SL240P,ENSG00000243505
MIR4747,ENSG00000263409
MIR4749,ENSG00000265954
MIR4744,ENSG00000263849
MIR4743,ENSG00000266276
MIR4746,ENSG00000266437
MIR4745,ENSG00000284361
MIR4742,ENSG00000266618
MIR4741,ENSG00000284331
SSX5,ENSG00000165583
RNU6-464P,ENSG00000253026
NKX6-3,ENSG00000165066
RPS10P20,ENSG00000240443
C1ORF87,ENSG00000162598
MIR4729,ENSG00000263857
MIR4737,ENSG00000264049
RN7SL372P,ENSG00000242565
MIR4733,ENSG00000265444
MIR4734,ENSG00000275238
TRAJ9,ENSG00000211880
MIR4730,ENSG00000264961
DGKK,ENSG00000274588
TMPO-AS1,ENSG00000257167
TEN1-CDK3,ENSG00000261408
SDAD1P4,ENSG00000236803
NATD1,ENSG00000274180
RN7SL87P,ENSG00000239390
MIR4718,ENSG00000264733
CXXC5-AS1,ENSG00000250635
JMJD1C-AS1,ENSG00000272767
RN7SL371P,ENSG00000266210
MIR4725,ENSG00000265976
ALG1L3P,ENSG00000251087
MIR4728,ENSG00000265178
MIR4727,ENSG00000274054
MIR4722,ENSG00000284585
MIR4721,ENSG00000283845
LACTB2-AS1,ENSG00000246366
MIR4724,ENSG00000284424
MIR4723,ENSG00000284532
MIR4720,ENSG00000284473
RNU6-333P,ENSG00000238669
DSCR8,ENSG00000198054
RNU6-1031P,ENSG00000207504
NACA2,ENSG00000253506
RNU6-1297P,ENSG00000207144
RN7SL88P,ENSG00000277062
C1ORF68,ENSG00000198854
MIR4707,ENSG00000284118
MIR4709,ENSG00000283944
NCAPGP2,ENSG00000259749
MIR4714,ENSG00000264480
MIR4717,ENSG00000264004
VN1R20P,ENSG00000233121
SNAI3-AS1,ENSG00000260630
MIR4710,ENSG00000265291
CDK3,ENSG00000250506
MIR1295A,ENSG00000221390
MIR4712,ENSG00000284284
STAG3L5P-PVRIG2P-PILRB,ENSG00000272752
RN7SL370P,ENSG00000243437
TCAM1P,ENSG00000240280
OR2AF1P,ENSG00000235730
RBM22P13,ENSG00000261284
RBM22P12,ENSG00000260631
DUSP14,ENSG00000275932
ALDH1L1-AS2,ENSG00000246022
PAGR1,ENSG00000280789
ALDH1L1-AS1,ENSG00000250218
MIR4787,ENSG00000272543
MIR4789,ENSG00000264974
MIR4784,ENSG00000284149
RNU6-1037P,ENSG00000238680
MIR4786,ENSG00000264279
MIR4785,ENSG00000283734
MIR4782,ENSG00000265429
MIR4781,ENSG00000283749
LINC00698,ENSG00000244342
LINC00692,ENSG00000230891
MSH5-SAPCD1,ENSG00000237333
GPX6,ENSG00000281185
LINC00690,ENSG00000233570
WASH5P,ENSG00000282458
RN7SL728P,ENSG00000241144
MIR4777,ENSG00000263641
MIR4779,ENSG00000265420
BHLHE40-AS1,ENSG00000235831
FAM27E3,ENSG00000274026
MIR2116,ENSG00000253030
MIR2110,ENSG00000284442
MIR4775,ENSG00000284079
RNU6-1038P,ENSG00000252325
MIR4774,ENSG00000265694
BRCC3P1,ENSG00000251667
LINC00687,ENSG00000228422
KIAA1210,ENSG00000250423
C1ORF94,ENSG00000142698
VWA8P1,ENSG00000250289
MIR4766,ENSG00000266594
MIR4765,ENSG00000265057
MIR4768,ENSG00000265465
MIR4767,ENSG00000264268
RNU6-1035P,ENSG00000207206
MIR4762,ENSG00000264160
MIR4761,ENSG00000284031
MIR4763,ENSG00000284175
SALRNA3,ENSG00000281264
RPPH1-3P,ENSG00000252350
SALRNA2,ENSG00000280515
MIR4758,ENSG00000284074
MIR4755,ENSG00000264616
RN7SL83P,ENSG00000241756
MIR4751,ENSG00000283842
MIR4750,ENSG00000284394
MIR4753,ENSG00000263439
CDO1,ENSG00000129596
FOLR2,ENSG00000165457
PCED1B-AS1,ENSG00000247774
HNRNPCP3,ENSG00000259419
HNRNPCP8,ENSG00000254748
ALG1L9P,ENSG00000248671
DPPA5P2,ENSG00000259427
CYP4Z1,ENSG00000186160
CYP21A1P,ENSG00000290788
SMARCE1P3,ENSG00000259102
UTS2R,ENSG00000181408
MIR4690,ENSG00000266041
RN7SL724P,ENSG00000244692
FANK1-AS1,ENSG00000233409
DSTNP2,ENSG00000290712
YTHDF1P1,ENSG00000251389
CHIT1,ENSG00000133063
MIR4699,ENSG00000265227
MIR4691,ENSG00000284435
OR7H1P,ENSG00000226480
RN7SL856P,ENSG00000276653
GRPEL2-AS1,ENSG00000253618
KLK3,ENSG00000142515
SMIM6,ENSG00000259120
SMIM9,ENSG00000203870
OLMALINC,ENSG00000235823
BICD1P1,ENSG00000224346
MIR4685,ENSG00000264610
MIR4684,ENSG00000265422
MIR4687,ENSG00000284525
MIR4680,ENSG00000284482
MIR4682,ENSG00000265370
SNORD36C,ENSG00000252542
MYO5BP2,ENSG00000238245
RNU6-590P,ENSG00000201909
PITPNM2-AS1,ENSG00000251497
MIR4677,ENSG00000265201
MIR4674,ENSG00000265181
FAM66E,ENSG00000225725
MIR4676,ENSG00000266719
MIR4672,ENSG00000263979
MIR4671,ENSG00000264377
BCL2L12P1,ENSG00000248530
HNRNPCL2,ENSG00000283370
HNRNPCL3,ENSG00000283292
HSPE1P19,ENSG00000271024
CCKAR,ENSG00000163394
PP2D1,ENSG00000183977
TRIM6-TRIM34,ENSG00000258588
OR5B12,ENSG00000172362
HSPE1P22,ENSG00000237306
RN7SL720P,ENSG00000241152
CCKBR,ENSG00000110148
FBXW7-AS1,ENSG00000270751
TFF3,ENSG00000160180
RNU6-29P,ENSG00000207367
PRNCR1,ENSG00000282961
SPRR4,ENSG00000184148
RN7SL79P,ENSG00000239595
SPRR5,ENSG00000283227
CUX1,ENSG00000257923
RNU6-947P,ENSG00000252073
EBLN2,ENSG00000255423
EBLN1,ENSG00000223601
OR5AN1,ENSG00000176495
IMP3P2,ENSG00000239722
PTCHD4,ENSG00000244694
HRAT17,ENSG00000234520
OOSP1P1,ENSG00000238037
ENSAP1,ENSG00000224274
POU6F2-AS1,ENSG00000224122
RN7SL851P,ENSG00000240718
MGC32805,ENSG00000250328
VTRNA2-2P,ENSG00000251900
MTND2P26,ENSG00000254565
MTND2P22,ENSG00000231954
LINC01909,ENSG00000266258
LINC01903,ENSG00000265555
LINC01902,ENSG00000283503
LINC01905,ENSG00000267057
LINC01904,ENSG00000259837
MTND2P17,ENSG00000258239
RN7SL850P,ENSG00000263955
RNU6-941P,ENSG00000252155
DSCAM,ENSG00000171587
PRSS58,ENSG00000258223
PPP4R3B,ENSG00000275052
MTND2P13,ENSG00000263914
PRSS56,ENSG00000237412
MTND2P11,ENSG00000237124
OR5AC2,ENSG00000196578
MTND2P40,ENSG00000236483
MORC2-AS1,ENSG00000235989
RNU6-6P,ENSG00000272055
PLCXD2,ENSG00000240891
MTND2P41,ENSG00000283131
TPRG1LP1,ENSG00000269097
RNU6ATAC5P,ENSG00000210839
LINC01924,ENSG00000267134
MTND2P38,ENSG00000253828
LINC01926,ENSG00000267593
LINC01920,ENSG00000236049
USP51,ENSG00000247746
RNU6-943P,ENSG00000252769
LINC01922,ENSG00000259779
CHL1-AS1,ENSG00000234661
MIR548AA1,ENSG00000207704
GGTA2P,ENSG00000237766
RNU6-5P,ENSG00000206965
MTND2P32,ENSG00000254090
RN7SL108P,ENSG00000243546
MTND2P33,ENSG00000248907
MTND2P31,ENSG00000251252
LINC01917,ENSG00000260433
LINC01915,ENSG00000265485
LINC01910,ENSG00000266278
PCDHGB7,ENSG00000254122
PCDHGB6,ENSG00000253305
PCDHGB5,ENSG00000276547
PCDHGB4,ENSG00000253953
PCDHGB3,ENSG00000262209
PCDHGB2,ENSG00000253910
RN7SL107P,ENSG00000243424
MIR95,ENSG00000207807
HTN1,ENSG00000126550
HTN3,ENSG00000205649
MTND3P5,ENSG00000251353
MTND3P7,ENSG00000240824
MTND3P6,ENSG00000242214
MTND3P9,ENSG00000227557
MEF2C-AS2,ENSG00000245864
PCDHGA8,ENSG00000253767
PCDHGA7,ENSG00000253537
TRAV7,ENSG00000211781
PCDHGA6,ENSG00000253731
KLF13,ENSG00000275746
MEF2C-AS1,ENSG00000248309
PCDHGA5,ENSG00000253485
PCDHGA4,ENSG00000262576
TRAV4,ENSG00000211778
PCDHGA3,ENSG00000254245
RN7SL239P,ENSG00000242999
KLF14,ENSG00000266265
RNU7-169P,ENSG00000238457
PCDHGA9,ENSG00000261934
LRRC37A13P,ENSG00000257101
PCDHGB1,ENSG00000254221
RPL29P2,ENSG00000240480
IGHVII-44-2,ENSG00000253895
RN7SL105P,ENSG00000243704
ELOVL2-AS1,ENSG00000230314
RNU6ATAC9P,ENSG00000252019
PCDHGC5,ENSG00000240764
PCDHGC4,ENSG00000242419
PCDHGC3,ENSG00000240184
RN7SL237P,ENSG00000264767
RN7SL104P,ENSG00000243541
THSD4-AS1,ENSG00000259964
EIF3KP3,ENSG00000250442
IGHV3-20,ENSG00000211946
IGHV3-21,ENSG00000282281
IGHV3-22,ENSG00000253957
TEX44,ENSG00000177673
IGHV3-23,ENSG00000281962
RN7SKP281,ENSG00000222404
RN7SKP282,ENSG00000252633
IGHV3-25,ENSG00000253441
MTCO2P3,ENSG00000230009
TEX47,ENSG00000164645
MIR3927,ENSG00000263861
IGHV3-29,ENSG00000254289
MTCO2P6,ENSG00000240951
RN7SKP289,ENSG00000253053
RN7SKP288,ENSG00000252036
RN7SKP285,ENSG00000222069
RN7SKP284,ENSG00000222934
RNU6-787P,ENSG00000206759
TAF13P2,ENSG00000225658
MARK2P14,ENSG00000231897
IGHV3-7,ENSG00000282211
TTTY17B,ENSG00000227439
RNU6-521P,ENSG00000252472
IGHV3-6,ENSG00000253763
TTTY17A,ENSG00000228240
MARK2P11,ENSG00000253743
MARK2P10,ENSG00000227284
MIR548F5,ENSG00000221348
MIR548F3,ENSG00000221436
IGHV3-30,ENSG00000282777
TEX51,ENSG00000237524
IGHV3-32,ENSG00000270474
IGHV3-33,ENSG00000211955
RN7SL259P,ENSG00000241082
IGHV3-35,ENSG00000282104
RN7SKP270,ENSG00000223229
IGHV3-36,ENSG00000253240
IGHV3-37,ENSG00000253359
IGHV3-38,ENSG00000282425
MIR3915,ENSG00000263600
MIR3923,ENSG00000265193
RN7SKP278,ENSG00000222436
RN7SKP279,ENSG00000223315
MIR3925,ENSG00000263894
RN7SKP276,ENSG00000252051
MIR3924,ENSG00000264747
RN7SKP277,ENSG00000252704
MIR196A1,ENSG00000210741
ABCF2P2,ENSG00000228769
MIR196A2,ENSG00000207924
MIR3921,ENSG00000264897
MIR3920,ENSG00000263885
RNU6-520P,ENSG00000207448
MIR548F2,ENSG00000221782
MIR4713HG,ENSG00000259240
RNU1-45P,ENSG00000253000
IGHJ1P,ENSG00000227335
SLC39A12-AS1,ENSG00000226083
RN7SKP260,ENSG00000252716
NBPF21P,ENSG00000231382
RNU7-95P,ENSG00000239007
TEX26,ENSG00000175664
TEX28,ENSG00000278057
MIR3907,ENSG00000265810
RAB11AP2,ENSG00000255976
RN7SKP267,ENSG00000222313
MIR548BA,ENSG00000212036
RNU7-192P,ENSG00000252275
MIR548BB,ENSG00000281426
RN7SKP265,ENSG00000252257
RN7SKP263,ENSG00000223126
IGF2-AS,ENSG00000099869
NPBWR2,ENSG00000277339
RN7SKP262,ENSG00000222950
RNU6-656P,ENSG00000252594
RNU6-523P,ENSG00000252113
SNORA63D,ENSG00000201229
IGHJ2P,ENSG00000237547
RNU1-46P,ENSG00000207154
KRTAP16-1,ENSG00000212657
IGHV3-11,ENSG00000211941
KIR3DP1,ENSG00000276518
FTCD-AS1,ENSG00000237338
RNU7-94P,ENSG00000238609
IGHV3-13,ENSG00000282286
IGHVII-15-1,ENSG00000253458
IGHV3-15,ENSG00000282290
IGHV3-16,ENSG00000211944
IGHV3-19,ENSG00000253883
RN7SKP256,ENSG00000253010
RN7SKP254,ENSG00000222617
RNU6-219P,ENSG00000201598
RN7SL124P,ENSG00000242113
RNU6-655P,ENSG00000199728
RNU6-788P,ENSG00000212269
RN7SKP258,ENSG00000252960
CCND3P2,ENSG00000265836
RNU6-1040P,ENSG00000206701
RNU6-73P,ENSG00000207330
TRBV6-1,ENSG00000211706
FRG2B,ENSG00000225899
TRBV6-7,ENSG00000282470
TRBV6-8,ENSG00000253534
TRBV6-5,ENSG00000211721
NPAP1,ENSG00000185823
MIR3974,ENSG00000283665
MMP26,ENSG00000167346
NIFKP9,ENSG00000237630
MIR3976,ENSG00000272380
TLR12P,ENSG00000234512
MIR548I1,ENSG00000221737
RNU6-214P,ENSG00000206857
MIR548I4,ENSG00000221494
MIR548I2,ENSG00000221275
MIR548I3,ENSG00000221305
RNU6-1041P,ENSG00000252063
RNU6-1174P,ENSG00000253087
PABPC5-AS1,ENSG00000234161
RNU1-48P,ENSG00000252209
ARSFP1,ENSG00000232226
MIR1305,ENSG00000221227
TRDD2,ENSG00000237235
RN7SKP233,ENSG00000252814
TRDD3,ENSG00000228985
CRPP1,ENSG00000223603
TRDD1,ENSG00000223997
CRYAA,ENSG00000160202
RN7SKP238,ENSG00000252292
BSNDP1,ENSG00000275048
RNU6-782P,ENSG00000252661
RN7SKP236,ENSG00000274662
RN7SL691P,ENSG00000239464
BSNDP4,ENSG00000229627
ISCUP1,ENSG00000238051
BSNDP3,ENSG00000277508
FABP5P13,ENSG00000234958
USP9YP10,ENSG00000238135
RNU6-71P,ENSG00000207203
KCNA6,ENSG00000151079
RNU1-49P,ENSG00000200338
RNU6-1171P,ENSG00000252515
RNU7-99P,ENSG00000252080
RN7SKP223,ENSG00000222514
RN7SKP220,ENSG00000222543
RNU6-349P,ENSG00000199272
LINC00993,ENSG00000290801
RNU6-785P,ENSG00000223256
ARL5AP3,ENSG00000228431
MIR548H5,ENSG00000266807
MIR153-2,ENSG00000207960
MIR153-1,ENSG00000207647
RNU6-70P,ENSG00000252247
RNU1-139P,ENSG00000212609
KIR3DL1,ENSG00000284342
KIR3DL2,ENSG00000284384
MIR3938,ENSG00000264013
KIR3DL3,ENSG00000277392
MIR3937,ENSG00000263730
RNU6-1172P,ENSG00000202095
MIR3945,ENSG00000266698
RN7SKP210,ENSG00000238875
RN7SL120P,ENSG00000244169
RN7SL386P,ENSG00000273610
MIR3943,ENSG00000264069
ADAM3B,ENSG00000260089
RNU6-215P,ENSG00000202039
RN7SKP216,ENSG00000222982
MIR548H4,ENSG00000221616
RRM2P4,ENSG00000235598
MIR548H2,ENSG00000221801
RNU6-77P,ENSG00000222486
LINC01475,ENSG00000257582
USP9YP31,ENSG00000229250
USP9YP34,ENSG00000233378
USP9YP33,ENSG00000232064
BCAR1P2,ENSG00000258771
BCAR1P1,ENSG00000258397
PDLIM1P2,ENSG00000265881
RMRPP5,ENSG00000223088
GS1-278J22.2,ENSG00000228627
POTEM,ENSG00000222036
GSTA6P,ENSG00000223622
RN7SL252P,ENSG00000244318
IGHD2OR15-2B,ENSG00000271197
POTEH,ENSG00000198062
USP9YP25,ENSG00000224866
RN7SKP209,ENSG00000252697
POTED,ENSG00000166351
MTCO2P34,ENSG00000232198
USP9YP24,ENSG00000230814
USP9YP27,ENSG00000235521
RN7SKP207,ENSG00000223136
MTCO2P33,ENSG00000217083
USP9YP26,ENSG00000234744
USP9YP29,ENSG00000232424
OR7A11P,ENSG00000198367
RN7SKP205,ENSG00000222931
USP9YP28,ENSG00000224151
POTEA,ENSG00000188877
RN7SKP206,ENSG00000222755
POTEB,ENSG00000233917
MIR2681,ENSG00000265164
POTEC,ENSG00000183206
RNU6-78P,ENSG00000199767
RNU5F-6P,ENSG00000199849
RNU6-76P,ENSG00000206787
IGHVIII-38-1,ENSG00000253989
IFNA14,ENSG00000228083
USP9YP21,ENSG00000227635
USP9YP20,ENSG00000230854
IFNA16,ENSG00000147885
USP9YP23,ENSG00000223555
IFNA17,ENSG00000234829
RN7SL251P,ENSG00000244399
MIR5707,ENSG00000265598
MIR5705,ENSG00000263981
RNU6-1179P,ENSG00000207397
USP9YP14,ENSG00000227494
USP9YP16,ENSG00000232744
USP9YP15,ENSG00000233120
USP9YP18,ENSG00000223407
USP9YP17,ENSG00000229553
LINC01455,ENSG00000250888
RNU6-475P,ENSG00000251882
IFNA10,ENSG00000186803
LINC00163,ENSG00000234880
LINC01495,ENSG00000255323
RNU6-1042P,ENSG00000206931
LINC01490,ENSG00000257741
LINC00161,ENSG00000226935
GSTT1,ENSG00000277656
NTAN1P1,ENSG00000270965
ETDA,ENSG00000238210
IGHVIII-25-1,ENSG00000253367
GRAMD4P4,ENSG00000274369
GRAMD4P1,ENSG00000227874
GRAMD4P7,ENSG00000266242
GRAMD4P8,ENSG00000270930
GRAMD4P5,ENSG00000259089
KRTAP4-3,ENSG00000196156
RNU6-478P,ENSG00000200774
KRTAP4-2,ENSG00000244537
RNU6-345P,ENSG00000252810
LINC01487,ENSG00000241336
IFNA21,ENSG00000137080
OR4D8P,ENSG00000204989
RNU5F-4P,ENSG00000252390
LINC01486,ENSG00000256560
RNU6-1043P,ENSG00000222287
LINC01480,ENSG00000270164
KRTAP4-5,ENSG00000198271
TAAR4P,ENSG00000237449
MIR1322,ENSG00000283210
MIR1323,ENSG00000221017
MIR1324,ENSG00000283894
USP9YP36,ENSG00000229709
USP9YP35,ENSG00000237467
ALDH7A1P2,ENSG00000232292
MIR1321,ENSG00000283435
RNU6-477P,ENSG00000206614
RNU5F-3P,ENSG00000200637
TRIM77,ENSG00000214414
IGHV3-60,ENSG00000253742
IGHJ3P,ENSG00000237111
MIR548A1,ENSG00000207775
IGHV3-62,ENSG00000253132
IGHV3-63,ENSG00000253936
IGHV3-64,ENSG00000223648
OR7E8P,ENSG00000177400
IGHV3-65,ENSG00000253209
IGHV3-66,ENSG00000211972
MIR548A2,ENSG00000207689
RNU1-130P,ENSG00000200800
MIR4429,ENSG00000264010
RNU7-190P,ENSG00000239185
MIR4425,ENSG00000264371
OR52J2P,ENSG00000230261
MIR4421,ENSG00000265538
OR13D3P,ENSG00000188712
OR56B1,ENSG00000181023
MIR4420,ENSG00000264773
MIR4423,ENSG00000266110
RNU6-1049P,ENSG00000252223
LINC01428,ENSG00000228888
TRIM64,ENSG00000204450
OR56B4,ENSG00000180919
MIR548AP,ENSG00000264406
IGHV3-71,ENSG00000254056
IGHV3-72,ENSG00000225698
MIR548AN,ENSG00000263515
RNU6-168P,ENSG00000251998
IGHV3-73,ENSG00000273539
RNU6-471P,ENSG00000206671
MIR548AO,ENSG00000263372
IGHV3-74,ENSG00000224650
IGHV3-75,ENSG00000254176
IGHV3-76,ENSG00000253247
MIR548AS,ENSG00000263741
MIR548AX,ENSG00000263652
IGHV3-79,ENSG00000275747
MIR548AV,ENSG00000263750
MIR548AZ,ENSG00000276479
MIR4418,ENSG00000266564
OR56A5,ENSG00000188691
MIR548AD,ENSG00000265301
PRAMEF35P,ENSG00000236179
PTP4A1P5,ENSG00000235642
OR52J1P,ENSG00000203560
OR4A21P,ENSG00000181943
MIR548AH,ENSG00000283682
MIR3135B,ENSG00000263649
MIR548AI,ENSG00000265226
LINC01412,ENSG00000232606
MIR548AK,ENSG00000265653
LINC01451,ENSG00000279141
RNU5F-7P,ENSG00000200566
TRIM51,ENSG00000124900
IGHV3-41,ENSG00000278473
IGHV3-42,ENSG00000254228
KRTAP29-1,ENSG00000262542
IGHV3-43,ENSG00000282151
PRAMEF31P,ENSG00000250894
IGHV3-48,ENSG00000282627
IGHV3-49,ENSG00000275316
MIR5739,ENSG00000276162
RNU1-132P,ENSG00000201170
CYP1D1P,ENSG00000228024
RNU6-1047P,ENSG00000201288
LINC01448,ENSG00000238284
RAF1P1,ENSG00000250040
TRIM48,ENSG00000150244
TRIM49,ENSG00000168930
CYP4A27P,ENSG00000261593
RNU6-474P,ENSG00000206970
UBQLN3,ENSG00000175520
TAAR7P,ENSG00000235998
LINC01445,ENSG00000231427
SPINT5P,ENSG00000168630
RNU6-473P,ENSG00000251973
IGHV3-50,ENSG00000253241
LINC01441,ENSG00000224008
IGHV3-52,ENSG00000253545
POTEB2,ENSG00000230031
IGHV3-53,ENSG00000282593
IGHV3-54,ENSG00000275475
POTEB3,ENSG00000278522
RNU5F-8P,ENSG00000251750
IGHV3-57,ENSG00000253759
MBD3L2B,ENSG00000196589
GZMH,ENSG00000100450
RNU1-131P,ENSG00000238833
MIR1302-1,ENSG00000283507
MIR1302-2,ENSG00000284332
TRDJ4,ENSG00000211826
OR13D2P,ENSG00000237443
LINC01432,ENSG00000234435
VN1R12P,ENSG00000220581
CDRT15,ENSG00000223510
LINC01435,ENSG00000229981
OR9K2,ENSG00000170605
RNU6-1210P,ENSG00000200645
MIR1302-7,ENSG00000221768
MIR1302-8,ENSG00000221269
MIR1302-9,ENSG00000283921
ZNF736P10Y,ENSG00000216824
MIR1302-3,ENSG00000221055
IGLV8-61,ENSG00000211638
MIR1302-6,ENSG00000221393
RNU6-1211P,ENSG00000238382
SMPD4P2,ENSG00000229147
NIPA2P1,ENSG00000225843
MIR4776-2,ENSG00000283637
OR13E1P,ENSG00000236083
RNU6-165P,ENSG00000252979
RNU6-297P,ENSG00000207366
KCNMA1-AS2,ENSG00000225497
GIMAP1-GIMAP5,ENSG00000281887
TRIM53CP,ENSG00000254764
RNU6-1212P,ENSG00000252832
OR5G5P,ENSG00000205025
MIR4330,ENSG00000265789
RNU6-167P,ENSG00000207019
OR9I1,ENSG00000172377
MIR4326,ENSG00000266104
MIR4325,ENSG00000266666
MIR4328,ENSG00000283622
MIR4327,ENSG00000265007
MIR4322,ENSG00000264266
MIR4321,ENSG00000284272
MIR4323,ENSG00000266226
RNU6-166P,ENSG00000207099
RN7SL601P,ENSG00000243346
TRDV3,ENSG00000256590
TRDV1,ENSG00000211804
OR4U1P,ENSG00000258899
MAGI2-AS2,ENSG00000226978
GTF3AP2,ENSG00000258966
MIR4319,ENSG00000265957
MIR4318,ENSG00000266530
MIR4317,ENSG00000283532
MIR4316,ENSG00000264060
MIR4311,ENSG00000263512
OR4D11,ENSG00000176200
MIR4310,ENSG00000264850
OR4D10,ENSG00000254466
MIR1286,ENSG00000221039
MIR4313,ENSG00000284385
OR9G4,ENSG00000262647
MIR1184-1,ENSG00000221533
RNU6-294P,ENSG00000201869
MIR1184-2,ENSG00000221190
LINC01398,ENSG00000224863
SNORD65B,ENSG00000238936
OR3A4P,ENSG00000290820
OR4D7P,ENSG00000254770
RBM17P3,ENSG00000237207
RNU4-33P,ENSG00000201186
BPY2C,ENSG00000185894
RNU6-161P,ENSG00000199921
BPY2B,ENSG00000183795
PGM5P4-AS1,ENSG00000231943
LINC01386,ENSG00000251324
LINC01387,ENSG00000265944
RPL7L1P10,ENSG00000237322
MLECP1,ENSG00000277899
RNU2-70P,ENSG00000222650
MIR4290HG,ENSG00000227555
GAB4,ENSG00000215568
RN7SL429P,ENSG00000278604
TOX3,ENSG00000103460
RNU6-956P,ENSG00000239030
IGHD,ENSG00000278801
IGHE,ENSG00000211891
RNU6-160P,ENSG00000207321
LINC01377,ENSG00000249808
CYLC1,ENSG00000183035
OR10D5P,ENSG00000213182
MIR5691,ENSG00000264984
OR10D1P,ENSG00000196403
PRELID3BP2,ENSG00000271242
RNU4-30P,ENSG00000222177
DPPA2P1,ENSG00000223915
MIR302F,ENSG00000283218
MIR302E,ENSG00000221703
RNU7-116P,ENSG00000252749
RN7SL428P,ENSG00000277582
RNU6-1213P,ENSG00000252884
MIR5698,ENSG00000263987
MIR5699,ENSG00000263511
MIR5694,ENSG00000265993
RNU6-163P,ENSG00000207124
MIR5693,ENSG00000266072
RNU6-295P,ENSG00000252710
IGKV1-9,ENSG00000282758
RNU4-31P,ENSG00000206938
IGKV1-8,ENSG00000283113
TRIM53AP,ENSG00000225581
IGKV1-6,ENSG00000282163
IGKV1-5,ENSG00000282801
TMEM176A,ENSG00000002933
MIR3976HG,ENSG00000261738
MIR5689,ENSG00000263705
SAMSN1-AS1,ENSG00000223662
MIR5688,ENSG00000264084
MIR5685,ENSG00000264056
MIR5683,ENSG00000283616
OR5AN2P,ENSG00000235678
MIR5682,ENSG00000264477
USP9YP5,ENSG00000249634
USP9YP2,ENSG00000249501
USP9YP3,ENSG00000237023
USP9YP1,ENSG00000250951
TRAV41,ENSG00000211820
OR10U1P,ENSG00000227423
IGKV1OR2-1,ENSG00000235235
TRAV40,ENSG00000211819
MIR6127,ENSG00000276835
RNU6-820P,ENSG00000207000
MIR6128,ENSG00000274770
RAG2,ENSG00000175097
RNU4-37P,ENSG00000222146
GPC6-AS1,ENSG00000236520
TRAV31,ENSG00000249048
RNU1-129P,ENSG00000206791
TRAV33,ENSG00000258812
TRAV32,ENSG00000258905
TRAV35,ENSG00000211814
TRAV34,ENSG00000211813
PCP4,ENSG00000183036
RNU6-649P,ENSG00000207192
RARRES2P10,ENSG00000260153
CSPG4P5,ENSG00000290690
TRAV28,ENSG00000258835
TRAV27,ENSG00000211809
TRBV5-1,ENSG00000282803
TRBV5-4,ENSG00000230099
TRAV20,ENSG00000211800
RN7SL424P,ENSG00000244034
TRBV5-5,ENSG00000211725
TRAV22,ENSG00000211802
TRBV5-3,ENSG00000282148
TRAV21,ENSG00000211801
TRAV24,ENSG00000211805
RNU6-1217P,ENSG00000223208
SPATA31A1,ENSG00000204849
TRAV17,ENSG00000211797
BHLHA9,ENSG00000205899
TRAV19,ENSG00000211799
SPATA31A6,ENSG00000185775
SPATA31A7,ENSG00000276040
TRAV18,ENSG00000211798
SPATA31A5,ENSG00000276581
SPATA31A3,ENSG00000275969
TRAV11,ENSG00000256474
TRAV10,ENSG00000211784
RNU7-2P,ENSG00000251905
MIR3670-1,ENSG00000263918
MIR3670-2,ENSG00000264722
LINC00945,ENSG00000232539
VN1R104P,ENSG00000249654
RBM22P7,ENSG00000223395
RNU6-954P,ENSG00000223287
MIR3670-3,ENSG00000265776
MIR3670-4,ENSG00000274025
LINC00940,ENSG00000235049
OR52B3P,ENSG00000175800
RNU1-51P,ENSG00000202215
OR1G1,ENSG00000183024
OR51P1P,ENSG00000224300
VN1R105P,ENSG00000242856
MIR6724-2,ENSG00000274060
MIR6724-3,ENSG00000277379
MIR6724-1,ENSG00000275950
RN7SL422P,ENSG00000274852
SPATA31C2,ENSG00000177910
SPATA31C1,ENSG00000230246
RNU1-52P,ENSG00000206917
RN7SKP194,ENSG00000223260
OLIG1,ENSG00000184221
OLIG2,ENSG00000205927
IGHV2OR16-5,ENSG00000259303
RN7SKP190,ENSG00000251888
RN7SKP199,ENSG00000222257
RNU6-209P,ENSG00000206845
RN7SKP195,ENSG00000252396
MIR4536-1,ENSG00000283334
RN7SKP196,ENSG00000252076
SPATA31D3,ENSG00000186788
SPATA31D4,ENSG00000189357
RNU6-778P,ENSG00000200139
SPATA31D1,ENSG00000214929
MIR103B1,ENSG00000283612
YME1L1P1,ENSG00000236831
B3GNTL1P2,ENSG00000271328
CSPG4P10,ENSG00000276710
CSPG4P13,ENSG00000260139
OR52B1P,ENSG00000180909
OR5G1P,ENSG00000181296
KRTAP21-2,ENSG00000187026
OR1E3,ENSG00000142163
KRTAP21-3,ENSG00000231068
OR1E2,ENSG00000127780
OR1E1,ENSG00000180016
MIR3158-1,ENSG00000263436
RN7SKP182,ENSG00000222704
MAS1LP1,ENSG00000230164
RN7SKP183,ENSG00000252978
IGLV3-1,ENSG00000211673
RN7SKP181,ENSG00000223120
RN7SL117P,ENSG00000264192
GACAT3,ENSG00000236289
MIR5692A1,ENSG00000266318
MIR5692A2,ENSG00000264512
IGLV3-7,ENSG00000254077
